gbifID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,countryCode,decimalLatitude,decimalLongitude,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,catalogNumber,recordNumber,license,rightsHolder,recordedBy
2236952055,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,drummondii,VARIETY,Acer rubrum var. drummondii (Hook. & Arn. ex Nutt.) Sarg.,,,,,,,,6449332,3189883,PRESERVED_SPECIMEN,GH,barcode-01793508,,CC_BY_4_0,President and Fellows of Harvard College,[data not captured]
2236952021,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,,SPECIES,Acer rubrum L.,US,,,1920-05-07T00:00:00,7,5,1920,3189883,3189883,PRESERVED_SPECIMEN,A,barcode-01793161,269,CC_BY_4_0,President and Fellows of Harvard College,W. C. Muenscher & A. R. Bechtel
2236951989,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,,SPECIES,Acer rubrum L.,US,,,,,,,3189883,3189883,PRESERVED_SPECIMEN,A,barcode-01792938,,CC_BY_4_0,President and Fellows of Harvard College,[data not captured]
2236951980,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,,SPECIES,Acer rubrum L.,US,,,,,,,3189883,3189883,PRESERVED_SPECIMEN,A,barcode-01793113,,CC_BY_4_0,President and Fellows of Harvard College,[data not captured]
2236951965,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,,SPECIES,Acer rubrum L.,US,,,,,,,3189883,3189883,PRESERVED_SPECIMEN,GH,barcode-01793030,,CC_BY_4_0,President and Fellows of Harvard College,[data not captured]
2236951963,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,trilobum,VARIETY,Acer rubrum var. trilobum Torr. & Gray ex K.Koch,US,,,,,,,4272376,3189883,PRESERVED_SPECIMEN,A,barcode-01793645,,CC_BY_4_0,President and Fellows of Harvard College,[data not captured]
2236951961,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,,SPECIES,Acer rubrum L.,US,,,,,,,3189883,3189883,PRESERVED_SPECIMEN,A,barcode-01793064,,CC_BY_4_0,President and Fellows of Harvard College,[data not captured]
2236951933,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,trilobum,VARIETY,Acer rubrum var. trilobum Torr. & Gray ex K.Koch,US,,,,,,,4272376,3189883,PRESERVED_SPECIMEN,A,barcode-01793588,,CC_BY_4_0,President and Fellows of Harvard College,[data not captured]
2236951890,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,,SPECIES,Acer rubrum L.,US,,,,,,,3189883,3189883,PRESERVED_SPECIMEN,A,barcode-01792950,,CC_BY_4_0,President and Fellows of Harvard College,[data not captured]
2236951884,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,drummondii,VARIETY,Acer rubrum var. drummondii (Hook. & Arn. ex Nutt.) Sarg.,US,,,,,,,6449332,3189883,PRESERVED_SPECIMEN,A,barcode-01793497,,CC_BY_4_0,President and Fellows of Harvard College,[data not captured]
2236951838,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,drummondii,VARIETY,Acer rubrum var. drummondii (Hook. & Arn. ex Nutt.) Sarg.,US,,,,,,,6449332,3189883,PRESERVED_SPECIMEN,A,barcode-01793540,,CC_BY_4_0,President and Fellows of Harvard College,[data not captured]
2236951796,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,,SPECIES,Acer rubrum L.,US,,,,,,,3189883,3189883,PRESERVED_SPECIMEN,A,barcode-01793082,,CC_BY_4_0,President and Fellows of Harvard College,[data not captured]
2236951784,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,,SPECIES,Acer rubrum L.,US,,,,,,,3189883,3189883,PRESERVED_SPECIMEN,A,barcode-01792948,,CC_BY_4_0,President and Fellows of Harvard College,[data not captured]
2236951782,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,,SPECIES,Acer rubrum L.,US,,,,,,,3189883,3189883,PRESERVED_SPECIMEN,A,barcode-01793060,,CC_BY_4_0,President and Fellows of Harvard College,[data not captured]
2236951776,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,drummondii,VARIETY,Acer rubrum var. drummondii (Hook. & Arn. ex Nutt.) Sarg.,US,,,,,,,6449332,3189883,PRESERVED_SPECIMEN,A,barcode-01793526,,CC_BY_4_0,President and Fellows of Harvard College,[data not captured]
2236951757,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,drummondii,VARIETY,Acer rubrum var. drummondii (Hook. & Arn. ex Nutt.) Sarg.,US,,,,,,,6449332,3189883,PRESERVED_SPECIMEN,A,barcode-01793460,,CC_BY_4_0,President and Fellows of Harvard College,[data not captured]
2236951743,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,drummondii,VARIETY,Acer rubrum var. drummondii (Hook. & Arn. ex Nutt.) Sarg.,US,,,,,,,6449332,3189883,PRESERVED_SPECIMEN,A,barcode-01793446,,CC_BY_4_0,President and Fellows of Harvard College,[data not captured]
2236951735,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,,SPECIES,Acer rubrum L.,US,,,,,,,3189883,3189883,PRESERVED_SPECIMEN,GH,barcode-01793069,,CC_BY_4_0,President and Fellows of Harvard College,[data not captured]
2236951703,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,,SPECIES,Acer rubrum L.,US,,,,,,,3189883,3189883,PRESERVED_SPECIMEN,A,barcode-01792945,,CC_BY_4_0,President and Fellows of Harvard College,[data not captured]
2236951687,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,,SPECIES,Acer rubrum L.,US,,,,,,,3189883,3189883,PRESERVED_SPECIMEN,GH,barcode-01793088,,CC_BY_4_0,President and Fellows of Harvard College,[data not captured]
2236951682,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,,SPECIES,Acer rubrum L.,US,,,,,,,3189883,3189883,PRESERVED_SPECIMEN,GH,barcode-01793401,,CC_BY_4_0,President and Fellows of Harvard College,[data not captured]
2236951570,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,,SPECIES,Acer rubrum L.,US,,,,,,,3189883,3189883,PRESERVED_SPECIMEN,A,barcode-01793023,,CC_BY_4_0,President and Fellows of Harvard College,[data not captured]
2236951496,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,,SPECIES,Acer rubrum L.,US,,,1935-09-12T00:00:00,12,9,1935,3189883,3189883,PRESERVED_SPECIMEN,GH,barcode-01792986,201,CC_BY_4_0,President and Fellows of Harvard College,H. T. Shacklette
2236951468,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,,SPECIES,Acer rubrum L.,US,,,1920-05-26T00:00:00,26,5,1920,3189883,3189883,PRESERVED_SPECIMEN,A,barcode-01792970,17658,CC_BY_4_0,President and Fellows of Harvard College,E. J. Palmer
2236951457,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,trilobum,VARIETY,Acer rubrum var. trilobum Torr. & Gray ex K.Koch,US,,,,,,,4272376,3189883,PRESERVED_SPECIMEN,A,barcode-01793616,,CC_BY_4_0,President and Fellows of Harvard College,[data not captured]
2236951454,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,,SPECIES,Acer rubrum L.,US,,,,,,,3189883,3189883,PRESERVED_SPECIMEN,A,barcode-01793245,,CC_BY_4_0,President and Fellows of Harvard College,[data not captured]
2236951427,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,drummondii,VARIETY,Acer rubrum var. drummondii (Hook. & Arn. ex Nutt.) Sarg.,US,,,1919-08-02T00:00:00,2,8,1919,6449332,3189883,PRESERVED_SPECIMEN,A,barcode-01793558,222,CC_BY_4_0,President and Fellows of Harvard College,G. L. Fisher
2236951386,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,,SPECIES,Acer rubrum L.,US,,,1921-04-06T00:00:00,6,4,1921,3189883,3189883,PRESERVED_SPECIMEN,GH,barcode-01793143,,CC_BY_4_0,President and Fellows of Harvard College,H. B. Meredith
2236951339,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,,SPECIES,Acer rubrum L.,US,,,,,,,3189883,3189883,PRESERVED_SPECIMEN,GH,barcode-01793332,,CC_BY_4_0,President and Fellows of Harvard College,[data not captured]
2236951329,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,trilobum,VARIETY,Acer rubrum var. trilobum Torr. & Gray ex K.Koch,US,,,1932-07-03T00:00:00,3,7,1932,4272376,3189883,PRESERVED_SPECIMEN,A,barcode-01793739,32103,CC_BY_4_0,President and Fellows of Harvard College,G. L. Fisher
2236951302,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,,SPECIES,Acer rubrum L.,US,,,1935-07-15T00:00:00,15,7,1935,3189883,3189883,PRESERVED_SPECIMEN,A,barcode-01793162,42915,CC_BY_4_0,President and Fellows of Harvard College,E. J. Palmer
2236951275,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,,SPECIES,Acer rubrum L.,US,,,,,,,3189883,3189883,PRESERVED_SPECIMEN,GH,barcode-01793029,,CC_BY_4_0,President and Fellows of Harvard College,[data not captured]
2236951225,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,,SPECIES,Acer rubrum L.,US,,,1946-05-11T00:00:00,11,5,1946,3189883,3189883,PRESERVED_SPECIMEN,GH,barcode-01793300,1157,CC_BY_4_0,President and Fellows of Harvard College,E. T. Moul
2236951208,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,trilobum,VARIETY,Acer rubrum var. trilobum Torr. & Gray ex K.Koch,US,,,,,,,4272376,3189883,PRESERVED_SPECIMEN,A,barcode-01793659,,CC_BY_4_0,President and Fellows of Harvard College,[data not captured]
2236951183,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,,SPECIES,Acer rubrum L.,US,,,1923-03-30T00:00:00,30,3,1923,3189883,3189883,PRESERVED_SPECIMEN,GH,barcode-01793144,336,CC_BY_4_0,President and Fellows of Harvard College,J. M. Fogg
2236951176,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,trilobum,VARIETY,Acer rubrum var. trilobum Torr. & Gray ex K.Koch,US,,,,,,,4272376,3189883,PRESERVED_SPECIMEN,GH,barcode-01793687,,CC_BY_4_0,President and Fellows of Harvard College,[data not captured]
2236951149,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,trilobum,VARIETY,Acer rubrum var. trilobum Torr. & Gray ex K.Koch,US,,,,,,,4272376,3189883,PRESERVED_SPECIMEN,A,barcode-01793608,,CC_BY_4_0,President and Fellows of Harvard College,[data not captured]
2236951129,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,,SPECIES,Acer rubrum L.,US,,,1925-09-26T00:00:00,26,9,1925,3189883,3189883,PRESERVED_SPECIMEN,A,barcode-01792982,2163,CC_BY_4_0,President and Fellows of Harvard College,R. E. Horsey
2236951119,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,,SPECIES,Acer rubrum L.,US,,,1938-07-31T00:00:00,31,7,1938,3189883,3189883,PRESERVED_SPECIMEN,GH,barcode-01793213,5634,CC_BY_4_0,President and Fellows of Harvard College,R. K. Godfrey
2236951074,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,,SPECIES,Acer rubrum L.,US,,,,,,,3189883,3189883,PRESERVED_SPECIMEN,GH,barcode-01793324,,CC_BY_4_0,President and Fellows of Harvard College,[data not captured]
2236951071,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,,SPECIES,Acer rubrum L.,US,,,1913-04-19T00:00:00,19,4,1913,3189883,3189883,PRESERVED_SPECIMEN,GH,barcode-01793357,1876,CC_BY_4_0,President and Fellows of Harvard College,F. W. Hunnewell
2236951069,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,,SPECIES,Acer rubrum L.,US,,,,,,,3189883,3189883,PRESERVED_SPECIMEN,A,barcode-01793234,,CC_BY_4_0,President and Fellows of Harvard College,[data not captured]
2236951046,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,,SPECIES,Acer rubrum L.,US,,,1958-05-03T00:00:00,3,5,1958,3189883,3189883,PRESERVED_SPECIMEN,GH,barcode-01793215,32831,CC_BY_4_0,President and Fellows of Harvard College,A. E. Radford
2236950942,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,drummondii,VARIETY,Acer rubrum var. drummondii (Hook. & Arn. ex Nutt.) Sarg.,US,,,,,,,6449332,3189883,PRESERVED_SPECIMEN,A,barcode-01793498,,CC_BY_4_0,President and Fellows of Harvard College,[data not captured]
2236950920,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,trilobum,VARIETY,Acer rubrum var. trilobum Torr. & Gray ex K.Koch,CA,,,1920-08-09T00:00:00,9,8,1920,4272376,3189883,PRESERVED_SPECIMEN,A,barcode-01793570,21845,CC_BY_4_0,President and Fellows of Harvard College,M. L. Fernald
2236950916,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,,SPECIES,Acer rubrum L.,US,,,,,,,3189883,3189883,PRESERVED_SPECIMEN,GH,barcode-01793031,,CC_BY_4_0,President and Fellows of Harvard College,[data not captured]
2236950907,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,trilobum,VARIETY,Acer rubrum var. trilobum Torr. & Gray ex K.Koch,US,,,1921-09-23T00:00:00,23,9,1921,4272376,3189883,PRESERVED_SPECIMEN,A,barcode-01793724,20604,CC_BY_4_0,President and Fellows of Harvard College,E. J. Palmer
2236950840,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,drummondii,VARIETY,Acer rubrum var. drummondii (Hook. & Arn. ex Nutt.) Sarg.,US,,,,,,,6449332,3189883,PRESERVED_SPECIMEN,GH,barcode-01793520,,CC_BY_4_0,President and Fellows of Harvard College,[data not captured]
2236950833,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,trilobum,VARIETY,Acer rubrum var. trilobum Torr. & Gray ex K.Koch,CA,,,1924-09-14T00:00:00,14,9,1924,4272376,3189883,PRESERVED_SPECIMEN,A,barcode-01793574,3450,CC_BY_4_0,President and Fellows of Harvard College,J. G. Jack
2236950788,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,drummondii,VARIETY,Acer rubrum var. drummondii (Hook. & Arn. ex Nutt.) Sarg.,US,,,,,,,6449332,3189883,PRESERVED_SPECIMEN,A,barcode-01793439,,CC_BY_4_0,President and Fellows of Harvard College,[data not captured]
2236950783,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,,SPECIES,Acer rubrum L.,US,,,,,,,3189883,3189883,PRESERVED_SPECIMEN,A,barcode-01793112,,CC_BY_4_0,President and Fellows of Harvard College,[data not captured]
2236950777,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,trilobum,VARIETY,Acer rubrum var. trilobum Torr. & Gray ex K.Koch,US,,,,,,,4272376,3189883,PRESERVED_SPECIMEN,A,barcode-01793593,,CC_BY_4_0,President and Fellows of Harvard College,[data not captured]
2236950720,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,,SPECIES,Acer rubrum L.,US,,,,,,,3189883,3189883,PRESERVED_SPECIMEN,GH,barcode-01793399,,CC_BY_4_0,President and Fellows of Harvard College,[data not captured]
2236950597,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,,SPECIES,Acer rubrum L.,US,,,1915-08-20T00:00:00,20,8,1915,3189883,3189883,PRESERVED_SPECIMEN,GH,barcode-01793297,,CC_BY_4_0,President and Fellows of Harvard College,Miss I. W. Anderson
2236950586,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,,SPECIES,Acer rubrum L.,US,,,1918-04-22T00:00:00,22,4,1918,3189883,3189883,PRESERVED_SPECIMEN,A,barcode-01793194,5,CC_BY_4_0,President and Fellows of Harvard College,T. G. Harbison
2236950585,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,drummondii,VARIETY,Acer rubrum var. drummondii (Hook. & Arn. ex Nutt.) Sarg.,US,,,,,,,6449332,3189883,PRESERVED_SPECIMEN,A,barcode-01793510,,CC_BY_4_0,President and Fellows of Harvard College,[data not captured]
2236950536,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,drummondii,VARIETY,Acer rubrum var. drummondii (Hook. & Arn. ex Nutt.) Sarg.,US,,,1895-04-11T00:00:00,11,4,1895,6449332,3189883,PRESERVED_SPECIMEN,A,barcode-01793435,,CC_BY_4_0,President and Fellows of Harvard College,C. T. Mohr
2236950505,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,trilobum,VARIETY,Acer rubrum var. trilobum Torr. & Gray ex K.Koch,US,,,,,,,4272376,3189883,PRESERVED_SPECIMEN,GH,barcode-01793649,,CC_BY_4_0,President and Fellows of Harvard College,[data not captured]
2236950462,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,trilobum,VARIETY,Acer rubrum var. trilobum Torr. & Gray ex K.Koch,US,,,1916-04-07T00:00:00,7,4,1916,4272376,3189883,PRESERVED_SPECIMEN,A,barcode-01793750,9383,CC_BY_4_0,President and Fellows of Harvard College,E. J. Palmer
2236950439,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,,SPECIES,Acer rubrum L.,US,,,,,,,3189883,3189883,PRESERVED_SPECIMEN,A,barcode-01792951,,CC_BY_4_0,President and Fellows of Harvard College,[data not captured]
2236950427,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,,SPECIES,Acer rubrum L.,US,,,,,,,3189883,3189883,PRESERVED_SPECIMEN,A,barcode-01792947,,CC_BY_4_0,President and Fellows of Harvard College,[data not captured]
2236950422,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,drummondii,VARIETY,Acer rubrum var. drummondii (Hook. & Arn. ex Nutt.) Sarg.,US,,,,,,,6449332,3189883,PRESERVED_SPECIMEN,A,barcode-01793546,,CC_BY_4_0,President and Fellows of Harvard College,[data not captured]
2236950350,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,,SPECIES,Acer rubrum L.,US,,,,,,,3189883,3189883,PRESERVED_SPECIMEN,A,barcode-01793104,,CC_BY_4_0,President and Fellows of Harvard College,[data not captured]
2236950329,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,trilobum,VARIETY,Acer rubrum var. trilobum Torr. & Gray ex K.Koch,US,,,,,,,4272376,3189883,PRESERVED_SPECIMEN,A,barcode-01793756,,CC_BY_4_0,President and Fellows of Harvard College,[data not captured]
2236950325,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,,SPECIES,Acer rubrum L.,US,,,1919-05-19T00:00:00,19,5,1919,3189883,3189883,PRESERVED_SPECIMEN,A,barcode-01793188,30,CC_BY_4_0,President and Fellows of Harvard College,T. G. Harbison
2236950310,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,,SPECIES,Acer rubrum L.,US,,,,,,,3189883,3189883,PRESERVED_SPECIMEN,A,barcode-01792956,,CC_BY_4_0,President and Fellows of Harvard College,[data not captured]
2236950296,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,trilobum,VARIETY,Acer rubrum var. trilobum Torr. & Gray ex K.Koch,US,,,,,,,4272376,3189883,PRESERVED_SPECIMEN,A,barcode-01793646,,CC_BY_4_0,President and Fellows of Harvard College,[data not captured]
2236950264,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,,SPECIES,Acer rubrum L.,US,,,,,,,3189883,3189883,PRESERVED_SPECIMEN,GH,barcode-01792927,,CC_BY_4_0,President and Fellows of Harvard College,[data not captured]
2236950163,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,,SPECIES,Acer rubrum L.,US,,,,,,,3189883,3189883,PRESERVED_SPECIMEN,GH,barcode-01793028,,CC_BY_4_0,President and Fellows of Harvard College,[data not captured]
2236950157,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,trilobum,VARIETY,Acer rubrum var. trilobum Torr. & Gray ex K.Koch,US,,,1902-05-22T00:00:00,22,5,1902,4272376,3189883,PRESERVED_SPECIMEN,A,barcode-01793731,,CC_BY_4_0,President and Fellows of Harvard College,B. H. Smith
2236950150,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,trilobum,VARIETY,Acer rubrum var. trilobum Torr. & Gray ex K.Koch,US,,,,,,,4272376,3189883,PRESERVED_SPECIMEN,A,barcode-01793664,,CC_BY_4_0,President and Fellows of Harvard College,[data not captured]
2236950093,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,trilobum,VARIETY,Acer rubrum var. trilobum Torr. & Gray ex K.Koch,US,,,1919-04-20T00:00:00,20,4,1919,4272376,3189883,PRESERVED_SPECIMEN,A,barcode-01793710,99,CC_BY_4_0,President and Fellows of Harvard College,T. G. Harbison
2236950072,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,trilobum,VARIETY,Acer rubrum var. trilobum Torr. & Gray ex K.Koch,US,,,,,,,4272376,3189883,PRESERVED_SPECIMEN,A,barcode-01793662,,CC_BY_4_0,President and Fellows of Harvard College,[data not captured]
2236950020,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,,SPECIES,Acer rubrum L.,US,,,1934-05-20T00:00:00,20,5,1934,3189883,3189883,PRESERVED_SPECIMEN,A,barcode-01793142,8891,CC_BY_4_0,President and Fellows of Harvard College,J. A. Drushel
2236950015,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,,SPECIES,Acer rubrum L.,US,,,1924-05-22T00:00:00,22,5,1924,3189883,3189883,PRESERVED_SPECIMEN,A,barcode-01792992,1895,CC_BY_4_0,President and Fellows of Harvard College,R. E. Horsey
2236950008,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,trilobum,VARIETY,Acer rubrum var. trilobum Torr. & Gray ex K.Koch,US,,,1913-09-28T00:00:00,28,9,1913,4272376,3189883,PRESERVED_SPECIMEN,A,barcode-01793705,,CC_BY_4_0,President and Fellows of Harvard College,C. S. Sargent [data not captured]
2236949992,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,,SPECIES,Acer rubrum L.,US,,,1925-09-26T00:00:00,26,9,1925,3189883,3189883,PRESERVED_SPECIMEN,A,barcode-01792998,2160,CC_BY_4_0,President and Fellows of Harvard College,R. E. Horsey
2236949983,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,,SPECIES,Acer rubrum L.,US,,,,,,,3189883,3189883,PRESERVED_SPECIMEN,GH,barcode-01793018,,CC_BY_4_0,President and Fellows of Harvard College,[data not captured]
2236949964,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,trilobum,VARIETY,Acer rubrum var. trilobum Torr. & Gray ex K.Koch,US,,,1938-08-29T00:00:00,29,8,1938,4272376,3189883,PRESERVED_SPECIMEN,GH,barcode-01793714,6316,CC_BY_4_0,President and Fellows of Harvard College,R. K. Godfrey
2236949941,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,,SPECIES,Acer rubrum L.,US,,,1877-10-01T00:00:00,,10,1877,3189883,3189883,PRESERVED_SPECIMEN,GH,barcode-01793175,,CC_BY_4_0,President and Fellows of Harvard College,[data not captured]
2236949909,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,trilobum,VARIETY,Acer rubrum var. trilobum Torr. & Gray ex K.Koch,US,,,,,,,4272376,3189883,PRESERVED_SPECIMEN,A,barcode-01793675,,CC_BY_4_0,President and Fellows of Harvard College,[data not captured]
2236949903,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,,SPECIES,Acer rubrum L.,US,,,,,,,3189883,3189883,PRESERVED_SPECIMEN,A,barcode-01793394,,CC_BY_4_0,President and Fellows of Harvard College,[data not captured]
2236949878,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,,SPECIES,Acer rubrum L.,US,,,,,,,3189883,3189883,PRESERVED_SPECIMEN,A,barcode-01792940,,CC_BY_4_0,President and Fellows of Harvard College,[data not captured]
2236949877,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,trilobum,VARIETY,Acer rubrum var. trilobum Torr. & Gray ex K.Koch,US,,,,,,,4272376,3189883,PRESERVED_SPECIMEN,A,barcode-01793621,,CC_BY_4_0,President and Fellows of Harvard College,[data not captured]
2236949871,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,drummondii,VARIETY,Acer rubrum var. drummondii (Hook. & Arn. ex Nutt.) Sarg.,US,,,,,,,6449332,3189883,PRESERVED_SPECIMEN,A,barcode-01793444,,CC_BY_4_0,President and Fellows of Harvard College,[data not captured]
2236949861,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,,SPECIES,Acer rubrum L.,US,,,1899-05-29T00:00:00,29,5,1899,3189883,3189883,PRESERVED_SPECIMEN,GH,barcode-01793296,347,CC_BY_4_0,President and Fellows of Harvard College,A. MacElwee
