"search_string","unique_name","approximate_match","ott_id","is_synonym","flags","number_matches"
"abies","Abies",FALSE,994065,FALSE,"",1
"thuja","Thuja",FALSE,994095,FALSE,"",1
"picea","Picea",FALSE,517942,FALSE,"",1
"tsuga","Tsuga",FALSE,1095220,FALSE,"",1
"ginkgo","Ginkgo",FALSE,950165,FALSE,"",1
